F1	F2	A1
déduire	[dedɥir]	v.t. 扣除，演绎
défaillante	[defajir]	adj. 缺乏的，缺席的，虚弱的
défait ,e	[]	adj. 散乱的，打败的
égards	[egar]	n.m.pl. 尊重
égaré, e	[]	adj. 迷路的，神经失常的
égarer	[egare]	v.i. 使走错路
église	[egliz]	n.f. 教堂
égoïste	[egɔist]	adj. 利己主义的
égrillard,e	[]	adj.,n. 举止轻浮的(人)
égyptien, ne	[]	adj. 埃及的
éjecter	[eʒεkte]	v.t. 喷射，排出
élaborer	[elabɔre]	v.t. 制订，构思
élan	[elɑ̃]	n.m. 冲力，猛进
élancé ,e	[]	adj. 细长的
élastique	[elastik]	adj. 有弹性的
élection	[elεksjɔ̃]	n.f. 选举
électricité	[elεktrisite]	n.f. 电，电力
électrique	[elεktrik]	adj. 电的
électronique	[elεktrɔnik]	adj. 电子的
électrophone	[elεktrɔfɔn]	n.m. 电唱机
élégance	[elegɑ̃s]	n.f. 优雅，高贵
élégant, e	[]	adj. 高雅的
élégiaque	[eleʒjak]	adj. 哀歌的
favoriser	[favɔrize]	v.t. 优待，帮助
fébrile	[febril]	adj. 发热的，兴奋的，焦虑不安的
fée	[fe]	n.f. 仙女，仙子
feignant, e	[]	n. 懒惰的人
feindre(de)	[]	v.t. 装作，假装
feint,e	[fɛ̃t]	adj. 表面的，虚构的，假象的
fêler	[fεle]	v.t. 使产生裂缝
féliciter de (se)	[]	v.pr. 感到高兴，感到庆幸
féliritation	[felisita(ɑ)sjɔ̃]	n.f. 祝贺，庆贺
félon,ne	[]	adj.,n. (封建社会中对宗主)不忠的(人)
femelle	[fəmεl]	n.f. 雌性动物
féminin ,e	[]	adj. 阴性的，女性的
féministe	[feminist]	n. 女权主义者
femme	[fam]	n.f. 女人，妻子
femme de ménage	[]	n.f. 清洁女工
femme ministre	[]	n.f. 女部长
fendre	[fɑ̃dr]	v.t. 使裂开，劈开
fendre(se)	[]	v.pr. 裂开，劈开
fenêtre	[f(ə)nεtr]	n.f. 窗子
fenouil	[fənuj]	n.m. 菌香
gorge	[gɔrʒ]	n.f. 喉咙，峡谷
gosse	[gɔs]	n. 孩童，小孩子
gothique	[gɔtik]	adj.,n. 哥特式的，哥特(人)的
goudron	[gudrɔ̃]	n.m. 柏油
gouffre	[gufr]	n.m. 深坑，旋涡
goupil	[gupil]	n.m. 狐狸的旧称
gourmand, e	[]	adj. 贪吃的，美食的
gourmandise	[gurmɑ̃diz]	n.f. 贪吃，贪美食
gourmet	[gurmε]	n.m. 美食家，品味者，鉴赏者
gousse d'ail	[]	n.f. 蒜瓣
goût	[gu]	n.m. 味道，品味，爱好
goûter	[gute]	v. 品尝，品味
goutte	[gut]	n.f. (水)滴
gouvernement	[guvεrnəmɑ̃]	n.m. 政府
gouverner	[guvεrne]	v. 驾驶，控制，统治
grabataire	[grabatεr]	adj..n. 长卧不起的(病人)
grâce à	[grɑsa]	loc.prép. 多亏，全靠
gracieux r se	[]	adj. 和蔼可亲的，优雅的
gradin	[gradɛ̃]	n.m. 台阶，阶梯
graffiti	[grafiti]	n.m.pl. 粗糙雕刻
horaire	[ɔrεr]	n.m. 时间表，时刻表
horde	['ɔrd]	n.f. 游牧部落
horizon	[ɔrizɔ̃]	n.m. 地平线
horloge	[ɔrlɔʒ]	n.f. 时钟
horoscope	[ɔrɔskɔp]	n.m. 占星
horrible	[ɔribl]	adj. 可怕的
hors	[ɔr]	adv. 在外面
hors de	[]	loc.adv. 在……之外
hors-d'oeuvre	[ɔrdœvr]	n.m. 冷盆，头道菜
hôte,sse	[otεs]	n. 主人，宾客
hôtel	[otεl]	n.m. 旅馆
hôtel de ville	[]	n.m. 市政厅
hôtelier,ère	[]	adj.,n. 旅馆的，旅馆业的，旅馆老板
hôtellerie	[otεlri]	n.f. 旅馆业
houîlle	[uj]	n.f. 煤
hublot	[yblo]	n.m. 舷窗
huer	['ɥe]	v.t. 喊着追赶，嘲骂
huile	[ɥil]	n.f. 油
huître	[ɥitr]	n.m. 牡骊
humain ,e	[]	adj. 人类的，人道的
incroyable	[ɛ̃krwajabl]	adj. 令人难以置信的
inculte	[ɛ̃kylt]	adj. 荒芜的，未耕作的
incurable	[ɛ̃kyrabl]	adj. 无法治愈的
indécis ,e	[]	adj. 未定的
indécision	[ɛ̃desizjɔ̃]	n.f. 优柔寡断，犹豫不决
indemnité	[ɛ̃dεmnite]	n.f. 津贴，赔偿
indépendance	[ɛ̃depɑ̃dɑ̃s]	n.f. 独立，自主
indépendant, e	[]	adj. 独立的
indexer	[ɛ̃dεkse]	v.t. 按……(指数)计算，为……编索引
indicateur	[ɛ̃dikatœr, -tris]	n.m. 指南，指数，指示器
indicatif	[ɛ̃dikatif]	n.m. 电话的区位号， (语)直陈式
indication	[ɛ̃dikasjɔ̃]	n.f. 指示，情况
indice	[ɛ̃dis]	n.m. 指数，迹象，标志
indien, ne	[]	adj. 印度的
indifférence	[ɛ̃diferɑ̃s]	n.f. 无动于衷
indigène	[ɛ̃diʒεn]	n.m. 本地人
indigne de	[]	loc.adj. 不配……的，不值得的
indigné,e	[ɛ̃diɲ]	adj. 愤怒的
indigner	[ɛ̃diɲe]	v.t. 使气愤，激起愤怒
indiqué, e	[]	adj. 指出的，指明的
libre	[libr]	adj. 自由的，空闲的
libre arbitre	[librarbitr]	n.m. 自由的意愿
licence	[lisɑ̃s]	n.f. 学士学位，许可证
licence en droit	[]	n.f. 法学士学位
licenciement	[lisɑ̃simɑ̃]	n.m. 辞退，解雇，遣散
licencier	[lisɑ̃sje]	v.t. 辞退，解雇，遣散
lien	[ljɛ̃]	n.m. 关系，连接，连接物
lier	[lje]	v.t. 连接，捆绑，束缚
lierre	[ljεr]	n.m. 常春藤
lieu	[ljø]	n.m. 地方，场所
lieu (avoir~)	[]	loctv. 发生，举行
lieu de (au~)	[]	loc.prép. 代替，不…而…
lieue	[ljø]	n.f. 法国古里(约合4公里)
lièvre	[ljεvr]	n.m. 雄野兔，症结所在
lignage	[liɲaʒ]	n.m. 家族，门第
ligne	[liɲ]	n.f. 路线，线，行
ligne (eri~)	[]	在线
ligoter	[ligɔte]	v.t. 捆绑，束缚，约束
limiter	[limite]	v.t. 限制
limpide	[lɛ̃pid]	adj. 清澈的，透明的，清晰的
marché du travail	[]	n.m. 劳务市场
marcher	[mar∫e]	v.i. 步行，行驶，运转
mardi	[mardi]	n.m. 星期二
marécage	[marekaʒ]	n.m. 沼泽，泥塘，困境
marée	[mare]	n.f. 潮汐
mari	[mari]	n.m. 丈夫
mariage	[marjaʒ]	n.m. 结婚，婚姻
marié , e	[]	adj. 已婚的
marier (se)	[]	v.pr. 结婚
marin	[marɛ̃, -in]	n.m. 水手，海员，水兵
marinier	[marinje]	n.m. 船员
marionnette	[marjɔnεt]	n.f. 傀儡，木偶
maritime	[maritim]	adj. 沿海的，航海的，海洋性的，海事的
marketing	[marketiŋ]	n.m. 营销学，市场学
marmite	[marmit]	n.f. 锅
marmot	[marmo]	n.m. 小男孩
marque	[mark]	n.f. 商标，标记
marqué , e	[]	adj. 印上标记的，明显的
marquise	[markiz]	n.f. 侯爵夫人
marre (en avoir~)	[]	厌烦了，腻了
nouvelle	[nuvεl]	n.f. 新闻，消息，中篇小说
noyau	[nwajo]	n.m. 核，果核
noyé,e	[]	adj. 溺死的，淹死的，被淹没的
nu,e	[nɥe]	adj. 裸露的，无毛的，无价值的，无益的
nuage	[nɥaʒ]	n.m. 云，云状物
nuageux, se	[]	adj. 多云的，阴云密布的
nucléaire	[nykleεr]	adj. 核的，原子核的
nuire	[nɥir]	v.i. 损害，妨碍
nuisance	[nɥizɑ̃s]	n.f. 损害，危害
nuit	[nɥi]	n.f. 夜晚
nul, le	[]	adj. 无能的，无一的，没有的
nullement	[nylmɑ̃]	adv. 毫无，决不，无一地
numération	[nymerasjɔ̃]	n.f. 计数(法)
numérique	[nymerik]	adj. 数码的
numéro	[nymero]	n.m. 号码，报刊等的期号
nu-pieds	[nypje]	n.m.pl. 薄底轻便凉鞋
nuque	[nyk]	n.f. 项，颈背
orteil	[ɔrtεj]	n.m. 脚趾
orthographe	[ɔrtɔgraf]	n.f. 拼写
orthopédie	[ɔrtopedi]	n.f. 整形外科
oseille	[ozεj]	n.f. 酸模，含酸液的植物
oser	[oze]	v.t. 敢，敢于
otage	[ɔtaʒ]	n.m. 人质
ôter	[sote]	v.t. 拿掉，离开，开除，移交
ou	[u]	conj. 即，就是，或者
où	[u]	adv. 哪里
oubli	[ubli]	n.m. 忘却，遗忘，疏忽
oublier	[ublije]	v.t. 忘记
ouest	[wεst]	n.f. 西，西面
oui	[wi]	adv. 是，是的
ouïe	[wi]	n.f. 听觉
ouir	[wir]	n.t. 听说，倾听
ouragan	[uragɑ̃]	n.m. 飓风，暴风雨
ours	[urs]	n.m. 能
outil	[uti]	n.m. 工具
outre	[utr]	prêp. 在……之外，在……那边
outré, e	[]	adj. 过分的，极端的，激怒的
participante	[partisipe]	n. 参加者
participer (à)	[]	v.i. 参加，参与
particularité	[partikylarite]	n.f. 特点，特殊情况
particulier (en~)	[]	loc.adv. 尤其，特别
particulier , ère	[]	adj. 特别的，特殊的，个别的，独特的
particulièrement	[partikyljεrmɑ̃]	adv. 特别地，特殊地，尤其
partie	[parti]	n.f. 部分
partir	[partir]	v.i. 出发，动身，起程，开始
partir de (à~)	[]	loc.prép. 从……开始
partisan, e	[]	n. 拥护者，赞成者
partout	[partu]	adv. 到处
parvenir (à)	[]	v.i. 能够，终于，到达，抵达，达到
parvenir à ses fins	[]	达到目的
parvis	[parvi]	n.m. (教堂或大建筑前的)广场
pas	[pa]	n.m. 步子，脚步
pas à pas	[]	loc.adv. 逐步地，稳步地
pas du tout	[]	adij. 一点儿也不，一点儿也没有
passablement	[pasabləmɑ̃]	adv. 过得去地，勉勉强强地
passage piétons	[]	n.m. 人行道
passager,ère	[]	n. 旅行者，乘客，过客
rechigner (à)	[]	v.i. 对……不乐意，厌恶
récif	[resif]	n.m. 礁，暗礁
récipient	[resipjɑ̃]	n.m. 容器，器皿
réciproquer	[resiprɔke]	v. 照样回敬，互换，回报
récit	[resi]	n.m. 故事，报道，叙述
récitatif	[resitatif]	n.m. 渲叙调
réciter	[resite]	v.t. 背诵，朗诵
réclamation	[reklamasjɔ̃]	n.f. 要求，请求，抗议
réclamer	[reklame]	v.t. 要求，请求，恳求，需要
réclusion	[reklyzjɔ̃]	n.f. 隐居，遁世
récolte	[rekɔlt]	n.f. 收获，收成，收集
récolter	[rekɔlte]	v.t. 收获，收成，获得，收集
recommandation	[rəkɔmɑ̃dasjɔ̃]	n.f. 推荐，介绍，介绍，挂号
recommandé , e	[]	adj. 挂号的
recommander	[rəkɔmɑ̃de]	v.t. 推荐，介绍，嘱托，劝告，挂号
recommencer	[r(ə)kɔmɑ̃se]	v. 重新开始
récompense	[rekɔ̃pɑ̃s]	n.f. 补偿，奖赏，回报，奖金
réconciliation	[rekɔ̃siljasjɔ̃]	n.f. 和解，调和
réconcilier	[rekɔ̃silje]	v.t. 使和好，使和解，调和
reconnaissable	[r(ə)kɔnεsabl]	adj. 可辨认出的
scientifique	[sjɑ̃tifik]	adj.,n. 科学上的，科学家
scintiller	[sɛ̃tije]	v.i. 闪烁，闪闪发光
scolaire	[skɔlεr]	adj. 学校的，学龄的
scolarité	[skɔlarite]	n.f. 学习期限，入学
scorie	[skɔri]	n.f. 炉渣
script	[skript]	n.m. 手写体，电影剧本，本利清单
scrupule	[skrypyl]	n.m. 顾虑，迟疑，严格
scruter	[skryte]	v.t. 细致观察，探测，探索
sculpteur	[skyltœr]	n.m. 雕塑家，雕刻家
sculpture	[skyltyr]	n.f. 雕塑，雕刻
se remarier	[]	v.pr. 再婚
séance	[seɑ̃s]	n.f. 出席，会议，会期，一场，一次，一回
sec, sèche	[]	adj. 干燥的
sécher	[se∫e]	v.t. 使干，弄干
sécheresse	[se(ε)ʃrεs]	n.j. 干燥，干旱，生硬
second,e	[səgɔ̃d]	adj.,n. 第二的，次要的，中等的
secondaire	[səgɔ̃dεr]	adj. 次要的，中等的，附带的
seconde	[səgɔ̃d]	n.f. 秒
secouer	[s(ə)kwe]	v.t. 摇动，摇晃，使震动
secourir	[s(ə)kurir]	v.t. 援助，救济，支援
terminer	[tεrmine]	v.i. 完成，结束
terminus	[tεrminys]	n.m. 终点(站)
ternie	[tεrnir]	n.m. 词语，字眼，终结，期限
terrain de sport	[]	n.m. 运动场地，操场
terrasse	[tεras]	n.f. 平台，露天咖啡座
terrestre	[tεrεstr]	adj. 人间的，地球的，地球的
terrible	[tεribl]	adj. 可怕的，叫人受不了的
terrien,ne	[]	adj. 占有土地的，乡村的
terrifier	[tεrifje]	v.t. 使惊吓，使恐怖
territoire	[tεritwar]	n.m. 领土，领地
terroir	[tεrwar]	n.f. 土地，田地
terroriser	[tεrɔrize]	n.f. 使恐怖，采取恐怖手段
terrorisme	[tεrɔrism]	n.m. 恐怖主义
tertiaire	[tεrsjεr]	adj. 第三的，第三产业的
testament	[tεstamɑ̃]	n.m. (基督教)圣约书，遗言，遗嘱
tête	[tεt]	n.f. 头
tête (faire la)	[]	n.f. 生气，板脸
tête de ligne	[]	n.f. 线路的起点，起点站，出发点
téter	[tete]	v.t. 吸，吮
têtu,e	[]	adj. 固执的，执拗的
vieillard	[vjεjar]	n.m. 老人
vieillir	[vjεjir]	v.i. 变老，年老
vieillissement	[vjεjismɑ̃]	n.m. 变老，老龄化
vieux f viel, vielle	[]	adj. 老的
vif,ve	[]	adj. 活跃的，充满活力的
vifargent	[vifarʒɑ̃]	n.m. 水银
vigilance	[viʒilɑ̃s]	n.f. 警惕，警惕性
vigilant ,e	[]	adj. 警惕的，审慎的，细心的
vigne	[viɲ]	n.f. 葡萄园
vigneron , ne	[]	n. 种葡萄者
vigoureux, se	[]	adj. 健壮的，活力充沛的
vigueur	[vigœ:r]	n.f. 精力，活力，力量
villa	[vila]	n.f. 别墅
village	[vilaʒ]	n.m. 村庄
ville	[vil]	m.f. 城市，城区
vin	[vɛ̃]	n.m. 酒，葡萄酒
vin d'honneur	[]	n.m. 小型招待酒会，祝酒，敬饮的酒
vinaigre	[vinεgr]	n.m. 醋
vingtaine	[vɛ̃tεn]	n.f. 二十来个
viol	[vjɔl]	n.m. 强奸，侵犯，违反
accroître	[sakrwatr]	v.t. 增长，扩大
accueil	[akœj]	n.m. 迎接，招待
accueillir	[akœjir]	v.t. 欢迎
accumuler	[sakymyle]	v.t. 堆积，积累
accusation	[akyzasjɔ̃]	n.f. 控诉，指控
accusé, e	[]	adj. 被控告的
accuser	[sakyze]	v.t. 指责，控诉，指控
accuser qqn.	[]	v.t. 指控某人犯某罪，因某4责备某人
acéré,e	[asere]	adj. 锋利的，锐利的
acharné, e	[]	adj. 激烈的，猛烈的，顽强的
acharner(s')	[]	v.pr. 猛追，发奋，热衷
achat	[a∫a]	n.m. 购买
achat à crédit	[]	n.m. 赊购，按揭
acheminement	[a∫minmɑ̃]	n.m. 发送，发运
acheter	[a∫te]	v.t. 购买
acheteur,se	[]	n. 购物者，采购员
achevé,e	[a∫ve]	adj. 完美的，十足的
achever	[a∫ve]	v.t. 完成，结束
acier	[asje]	n.m. 钢
acompte	[akɔ̃t]	n.m. 部分付款
betterave	[bεtra:v]	n.f. 甜菜
beurre	[bœr]	n.m. 黄油，白脱油
beurré, e	[]	adj. 涂黄油的
bibelot	[biblo]	n.m. 小摆设，小古玩
biberon	[bibrɔ̃]	n.m. 奶瓶
Bible	[bibl]	n.f. 圣经，经书
bibliopbile	[biblijɔfil]	n.m. 珍本收藏者
bibliothèque	[biblijɔtεk]	n.f. 图书馆
bicyclette	[bisiklεt]	n.f. 自行车
bien	[bjɛ̃]	n.m.. 财产，产业
bien élevé	[]	adj. 受到良好教育的
bien entendu	[bjɛ̃nɑ̃tɑ̃dy]	loc.adv. 当然了
bien que	[bjɛ̃kə]	loc.conj. 尽管，虽然
bien sûr	[]	adv. 当然
bien sûr que non	[]	当然不是了
bienfait	[bjɛ̃fε]	n.m. 善行
bienfaiteur,trice	[]	adj.,n. 行善的(人)
bien-fondé	[bjɛ̃fɔ̃de]	n.m. 合法理由，合理性
bientôt	[bjɛ̃to]	adv. 不久，马上
bienveillant , e	[]	adj. 仁慈的，和蔼的
case	[kɑz]	n.f. 小屋，格子
caserne	[kazεrn]	n.f. 兵营
casier	[kazje]	n.m. 犯罪记录档案室(捕水生动物的)笼子
casque	[kask]	n.m. 安全帽，盔甲
casquette	[kaskεt]	n.f. 带沿便帽，鸦舌幅
cassé, e	[]	adj. 被弄断的，被打碎的
casse-cou	[kasku]	n.m.inv. 容易摔交的地方，冒失的
casser	[kase]	v.t. 压碎，打破
casser le cou(se)	[]	v.pr. 失败，破产，自杀
casser(se)	[]	v.pr. 撞断，撞坏，碎裂
casserole	[kasrɔl]	n.f. 有柄平底锅
cassette	[kasεt]	n.f. 盒式录音带
catalogue	[katalɔg]	n.m. 目录，商品一览表
catasclysme	[kataklism]	n.m. 激变， (社会)大动乱
catastrophe naturelle	[]	n.f. 自然灾害
catastrophique	[katastrɔfik]	adj. 灾难性的
catégorie	[kategɔri]	n.f. 范畴，种类
catégoriser	[kategɔrize]	v.t. 将……分类
cathédrale	[katedral]	n.f. 教堂
catholicisme	[katɔlisism]	n.m. 天主教，天主教教义
défaite	[defεt]	n.f. 败北
défendre	[defɑ̃dr]	v.t. 保卫，禁止，为 辩护
défense	[defɑ̃s]	n.f. 防卫，禁止
déferler	[defεrle]	v. 展开(帆，旗)
défi	[defi]	n.m. 挑战，对抗
défiance	[defjɑ̃s]	n.f. 不信任，怀疑
défier (se)	[]	v.pr. 不信任，堤防
défilé	[defile]	n.m. 时装表演，游行，游行队
définitif ,ve	[]	adj. 最后的，决定性的
défrayer	[defrεje]	v.t. 为(某人)支付费用
défricher	[defri∫e]	v.t. 外垦，开发
défunt, e	[]	adj. 已故的，已不存在的
dégager	[degaʒe]	v.t. 使脱离，使解除，得出，引出，指出
dégât	[degɑ]	n.m. 损害
déglinguer	[deglɛ̃ge]	v.t. 拆坏，拆散
dégobîller	[degɔbije]	v. 呕吐
dégommer	[degɔme]	v.t. 使去胶，免职
dégoût	[degu]	n.m. 倒胃口，厌恶
dégoûter	[degute]	v.t. 使夫去食欲，使厌恶
dégradant ,e	[]	adj. 有损名誉的，可耻的
élément	[elemɑ̃]	n.m. 因素，成分，组成部分，构件
élémentaire	[elemɑ̃tεr]	adj. 基础的，初级的
éléphant	[elefɑ̃]	n.m. 象，身体臃肿笨重的人
élevage	[elvaʒ]	n.m. 畜牧，饲养
élève	[elεv]	n. 学生
élevé , e	[]	adj. 高的，有教养的
élever	[selve]	v.t. 提升，升高，抚养，举起
élimination	[eliminasjɔ̃]	n.f. 消除，排除，淘汰
éliminer	[elimine]	v.t. 除去
élire	[elir]	v.t. 选举
elle	[εl]	pron.per. 她
éloge	[elɔʒ]	n.m. 颂扬
éloigné ,e	[]	adj. 差得远的，遥远的
éloigner	[selwaɲe]	vt. 移开
Elysée	[]	爱丽舍宫
émail	[emaj]	n.m. 搪瓷
émancipation	[emɑ̃sipasjɔ̃]	n.f. 解放
embarquement	[ɑ̃barkəmɑ̃]	n.m. 装船，上船
embarquer	[sɑ̃barke]	v.t. 装上船
embarrasser	[sɑ̃barase]	v.t. 阻塞，妨碍
fer	[fεr]	n.m. 铁
férié ,e	[]	adj. 放假的
ferme	[fεrm]	n.f. 农场
fermer (se)	[]	v.pr. 关闭，关上
fermeture	[fεrmətyr]	n.f. 关闭
fermier, ère	[]	n. 农场主
féroce	[ferɔs]	adj. 凶猛的，野蛮的
ferronier, ère	[]	n. 铁匠
fertile	[fεrtil]	adj. 肥沃的，富饶的
ferveur	[fεrvœr]	n.f. 献身，热爱，虔诚
fesse	[fεs]	n.f. 屁股
fesser	[fεse]	v.t. 打屁股
festival	[fεstival]	n.m. 联欢节，展演，会演
fête	[fεt]	n.f. 节日
fêter	[fete]	v.t. 庆祝
feu	[fø]	n.m. 火，火焰，信号灯
feu rouge	[]	n.m. 红灯
feuillage	[fœjaʒ]	n.m. 叶子
feuille	[fœj]	n.f. 树叶，纸张
feuilleter	[fœjte]	v.t. 浏览，翻阅
graine	[grεn]	n.f. 种子
graisse	[grεs]	n.f. 脂肪，油脂
grammairien, ne	[]	n. 语法学家
gramme	[gram]	n.m. 克
grand-chose	[grɑ̃∫oz]	n.inv. 要紧事，大事
grande ligne	[]	n.f. (铁路)干线
grande surface	[]	n.f. 大型超市
grandeur	[grɑ̃dœr]	n.f. 伟大，重大，高大
grandie	[grɑ̃dir]	adj. 大的
grandir	[grɑ̃dir]	v. 长大，增大，成长
grand-m ère	[]	n.f. (外)祖母
grand-père	[grɑ̃pεr]	n.m. (外)祖父
grands-parents	[grɑ̃parɑ̃]	n.m.pl. (外)祖父母
grange	[grɑ̃ʒ]	n.f. 谷仓
granit	[]	n.m. 花岗石
graphique	[grafik]	adj.,n. 用图表表示的，图表，线图
grappe	[grap]	n.f. 群，串，束，扎
gras, se	[]	adj. 肥的，脂肪的，丰富的
gratifier	[gratifje]	v.f. 赏赐，使满足，使满意
gratte-ciel	[gratsjεl]	n.m.inv. 天大楼
humanitaire	[ymanitεr]	adj.,n. 人道主义的，人道主义者
humanité	[ymanite]	n.f. 人类，人道主义
humble	[œ̃bl]	adj. 谦逊的，卑微的
humeur	[ymœr]	n.f. 性情，心情
humide	[ymid]	adj. 潮湿的
humiliant ,e	[]	adj. 使人感到耻辱的
humoriste	[ymɔrist]	n.m. 幽默的人
humour	[ymur]	n.m. 幽默
hurlement	[yrləmɑ̃]	n.m. 嗥叫，长吠
hurler	['yrle]	v. 嗥叫，长吠
hutte	[yt]	n.f. 茅草房
hypermarché	[ipεrmar∫e]	n.m. 大卖场
hypocrite	[ipɔkrit]	adj.,n. 伪善的(人)，虚伪的(人)
hypothèque	[ipɔtεk]	n.f. 抵押
hypothèse	[ipɔtεz]	n.f. 假设，假定
indiquer	[ɛ̃dike]	v.t. 指，指出，表明
indirect, e	[]	adj. 间接的
indirectement	[ɛ̃dirεktəmɑ̃]	adv. 间接地
indiscret, ète	[]	adj. 不慎重的，守不住秘密的
indiscutablement	[ɛ̃diskytabləmɑ̃]	adv. 无可争论地
indispensable	[ɛ̃dispɑ̃sabl]	adj. 不可缺少的，必需的
individu	[ɛ̃dividy]	n.m. 个体，家伙
indivïduel,le	[]	adj. 个体的，个人的
indocile	[ɛ̃dɔsil]	adj. 不顺从的，难管教的
indompté,e	[ɛ̃dɔ̃pte]	adj. 未驯化的，不驯服的
indubitable	[ɛ̃dybitabl]	adj. 必然的，无可怀疑的
induire	[ɛ̃dɥir]	v.t. 引出，归纳出
induit par	[]	loc.prépr 由……导致的
indulgent, e	[]	adj. 宽容的，宽恕的
industrie	[ɛ̃dystri]	n.f. 工业
industrie de pointe	[]	n.f. 高科技工业
industriel,le	[]	adj.,n. 工业的，工业家
industriellement	[ɛ̃dystrijεlmɑ̃]	adv. 以工业的方式，在土业方面，产业上
ineffaçable.	[inεfasabl]	adj. 不能抹去的，不可磨灭的
inégal, e	[]	adj. 不平等的
limpidité	[lɛ̃pidite]	n.f. 清透，明朗，清晰，透彻
lîn	[lɛ̃]	n.m. 亚麻
linceul	[lɛ̃sœl]	n.m. 裹尸布
lingere	[lɛ̃ʒεr]	n.f. (旅馆，学校，医院等)洗涤，缝补女工
linguistique	[lɛ̃gɥistik]	n.f. 语言学
lion	[ljɔ̃]	n.m. 狮子
liquide	[likid]	adj. 液体的
lire	[lir]	v.t. 读，阅读
lisibilité	[lizibilite]	n.f. 清晰易读
lisible	[lizibl]	adj. 字迹清晰的，清楚的
lisse	[lis]	adj. 磨光的，光滑的
lisser	[lise]	v.t. 打磨，压光
liste	[list]	n.f. 名单，名册
lit	[li]	n.m. 床
litanie	[litani]	n.f. 一连串，老一套， (宗)连祷文
litre	[litr]	n.m. 升
littéraire	[literεr]	adj. 文学的
littéralement	[literalmɑ]	adv. 文字上，逐字逐句地，完全地
littérature	[literatyr]	n.f. 文学
livide	[livid]	adj. 苍白的，无血色的
marrer (se)	[]	v.pr. 捧腹大笑
marron	[marɔ̃]	a.inv. 栗色的
mars	[mars]	n.m. 三月
Marseille	[marsɛj]	马赛
marteau	[marto]	m.m. 锤子，榔头
martre	[martr]	n.f. 貂
masque	[mask]	n.m. 面罩，假面具
masquer	[maske]	v.t. 伪装，戴假面具，掩蔽
masse	[mas]	n.f. 块，堆，团，总量
masser	[mase]	v.t. 聚集，堆积
masseur, se	[]	n. 按摩师，按摩者
massif	[masif, -iv]	n.m. 高地，群山
Massif central	[]	n.m. 中央高原
mât de cocagne	[]	n.m. 夺彩竿
mat,e	[mat]	adj. 粗糙的，无光泽的，混浊的
match	[mat∫]	n.m. 比赛
matelat	[]	n.m. 床垫
matérialisme	[materjalism]	n.m. 唯物主义，物质主义
matériaux	[materjo]	n.m.pl. 材料，素材
matériel	[materjεl]	n.m. 设备，物资
outremer	[utrəmεr]	loc.adv. 海外
outrer	[utre]	v.t. 夸大
ouverture	[uvεrtyr]	n.f. 开放，打开，开启
ouvrage	[uvraʒ]	n.m. 工作，作品，工程，工艺品
ouvreuse	[uvrø:z]	n.f. (影院)女引座员
ouvrier, ère	[]	n. 工人
ouvrir	[uvrir]	v.t. 打开，开启，开放
ovale	[ɔval]	adj. 椭圆的
ovation	[ɔvɑsjɔ̃]	n.f. 欢呼，喝彩
oxygène	[ɔksiʒεn]	n.m. 氧，氧气，新鲜的活力
passant,e	[]	n. 行人，过路人
passe	[pɑs]	n.m. 万能钥匙
